year,marathon,country,finishers,mean_time
2011,"Shires of Vermont
  Marathon",US,283,272.59
2012,"Shires of Vermont
  Marathon",US,227,291.5
2013,"Shires of Vermont
  Marathon",US,350,268.93
2001,"Shore to Shore
  Marathon",US,22,249.01
2003,"Shore to Shore
  Marathon",US,33,238.99
2004,"Shore to Shore
  Marathon",US,49,257.36
2005,"Shore to Shore
  Marathon",US,35,244.59
2006,"Shore to Shore
  Marathon",US,43,260.24
2007,"Shore to Shore
  Marathon",US,38,257.87
2008,"Shore to Shore
  Marathon",US,32,254.51
2009,"Shore to Shore
  Marathon",US,42,257.22
2011,"Shore to Shore
  Marathon",US,33,267.92
2012,"Shore to Shore
  Marathon",US,47,267.83
2013,"Shore to Shore
  Marathon",US,117,253.01
2000,"Silicon Valley
  Marathon",US,1075,245.41
2001,"Silicon Valley
  Marathon",US,1497,260.3
2002,"Silicon Valley
  Marathon",US,1392,265.87
2004,"Silicon Valley
  Marathon",US,624,262.14
2008,"Silicon Valley
  Marathon",US,684,273.66
2009,"Silicon Valley
  Marathon",US,767,275.28
2010,"Silicon Valley
  Marathon",US,652,257.06
2013,Silver Falls Marathon,US,250,307.03
2000,Silver State Marathon,US,153,259.14
2001,Silver State Marathon,US,127,266.93
2002,Silver State Marathon,US,121,260.07
2003,Silver State Marathon,US,146,274.45
2004,Silver State Marathon,US,82,269.48
2005,Silver State Marathon,US,104,270
2006,Silver State Marathon,US,103,265.28
2011,"Silverton Alpine
  Marathon",US,15,353.21
2012,"Silverton Alpine
  Marathon",US,24,397.42
2013,"Silverton Alpine
  Marathon",US,28,360.54
2003,"Singapore
  International Marathon",Singapore,2489,316.83
2004,"Singapore
  International Marathon",Singapore,3585,312.23
2010,Sioux Falls Marathon,US,237,257.99
2011,Sioux Falls Marathon,US,354,250.56
2012,Sioux Falls Marathon,US,263,251.12
2013,Sioux Falls Marathon,US,433,260.36
2003,"Siouxland Lewis &
  Clark Marathon",US,274,254.23
2004,"Siouxland Lewis &
  Clark Marathon",US,170,250.81
2005,"Siouxland Lewis &
  Clark Marathon",US,165,241.78
2006,"Siouxland Lewis &
  Clark Marathon",US,118,249.21
2007,"Siouxland Lewis &
  Clark Marathon",US,132,304.93
2008,"Siouxland Lewis &
  Clark Marathon",US,123,255.8
2009,"Siouxland Lewis &
  Clark Marathon",US,170,253.93
2001,Six Foot Track,Australia,457,339.96
2002,Six Foot Track,Australia,540,338.87
2003,Six Foot Track,Australia,566,343.96
2004,Six Foot Track,Australia,617,338.61
2006,Six Foot Track,Australia,718,345.32
2007,Six Foot Track,Australia,746,333.18
2000,Skagit Flats Marathon,US,106,244.57
2001,Skagit Flats Marathon,US,88,244.95
2003,Skagit Flats Marathon,US,83,248.25
2004,Skagit Flats Marathon,US,110,259.29
2005,Skagit Flats Marathon,US,115,239.5
2006,Skagit Flats Marathon,US,147,241.31
2007,Skagit Flats Marathon,US,185,255.05
2008,Skagit Flats Marathon,US,189,250.5
2009,Skagit Flats Marathon,US,225,261.18
2010,Skagit Flats Marathon,US,196,254.45
2011,Skagit Flats Marathon,US,299,250.68
2012,Skagit Flats Marathon,US,226,249.42
2013,Skagit Flats Marathon,US,259,248.19
2008,Sky Mesa Pass Trail,US,39,339.38
2009,Sky Mesa Pass Trail,US,30,303.86
2010,Sky Mesa Pass Trail,US,32,275.67
2011,Sky Mesa Pass Trail,US,28,301
2010,Skyline to the Sea,US,52,344.49
2012,Skyline to the Sea,US,110,412.57
2013,Skyline to the Sea,US,66,329.53
2009,"Smoky Mountain Left
  Turn Marathon",US,37,268.36
2002,"Smoky Mountain
  Marathon",US,155,253.23
2007,"Snickers Marathon
  Energy Bar Marathon",US,228,269.62
2008,"Snickers Marathon
  Energy Bar Marathon",US,371,254.38
2009,"Snickers Marathon
  Energy Bar Marathon",US,591,263.44
2010,"Snickers Marathon
  Energy Bar Marathon",US,574,251.73
2011,"Snickers Marathon
  Energy Bar Marathon",US,629,258.72
2012,"Snickers Marathon
  Energy Bar Marathon",US,624,269.21
2013,"Snickers Marathon
  Energy Bar Marathon",US,1138,258.28
2000,"Snow Mountain Trail
  Marathon",US,29,282.83
2001,"Snow Mountain Trail
  Marathon",US,86,326.78
2002,"Snow Mountain Trail
  Marathon",US,33,278.05
2003,Snowdonia Marathon,England,740,253.97
2004,Snowdonia Marathon,England,810,256.21
2005,Snowdonia Marathon,England,955,259.81
2006,Snowdonia Marathon,England,1045,258.24
2007,Snowdonia Marathon,England,1175,257.5
2008,Snowdonia Marathon,England,1133,260.05
2009,Snowdonia Marathon,England,1325,262.21
2010,Snowdonia Marathon,England,1264,258.39
2011,Snowdonia Marathon,England,1410,261.58
2012,Snowdonia Marathon,England,1481,261.94
2013,"Snowdonia Marathon (
  - 10/26/13",England,1554,259.04
2013,SoJo Marathon,US,236,252.95
2006,Soft Sand Marathon,Canada,13,289.09
2010,Soldier Marathon,US,353,264.17
2011,Soldier Marathon,US,489,264.99
2012,Soldier Marathon,US,613,270.08
2013,Soldier Marathon,US,577,271.72
2010,South Downs Marathon,US,582,278.4
2011,South Downs Marathon,US,512,268.96
2012,South Downs Marathon,US,565,276.3
2013,South Downs Marathon,US,495,277.17
2010,"Southern Indiana
  Classic Marathon and Half Marathon",US,321,275.71
2012,"Southern Indiana
  Classic Marathon and Half Marathon",US,203,270
2013,"Southern Indiana
  Classic Marathon and Half Marathon",US,142,273.15
2010,"Southern Tennessee
  Plunge Marathon",US,48,264.77
2011,"Southern Tennessee
  Plunge Marathon",US,60,261.94
2012,"Southern Tennessee
  Plunge Marathon",US,115,268.46
2013,"Southern Tennessee
  Plunge Marathon",US,106,288.72
2003,Space Coast Marathon,US,148,258.51
2004,Space Coast Marathon,US,134,268.34
2005,Space Coast Marathon,US,122,265.88
2006,Space Coast Marathon,US,141,253.17
2007,Space Coast Marathon,US,357,277.72
2008,Space Coast Marathon,US,970,275.19
2009,Space Coast Marathon,US,662,262.91
2010,Space Coast Marathon,US,807,275.97
2011,Space Coast Marathon,US,886,286.36
2012,Space Coast Marathon,US,886,274.09
2013,Space Coast Marathon,US,1682,305.61
2005,Spinx Run Fest,US,190,256.98
2006,Spinx Run Fest,US,153,254.16
2007,Spinx Run Fest,US,161,249
2008,Spinx Run Fest,US,231,261.2
2010,Spinx Run Fest,US,604,259.74
2011,Spinx Run Fest,US,436,259.41
2012,Spinx Run Fest,US,507,262.5
2013,Spinx Run Fest,US,342,253.58
2007,"Spirit Of Survival
  Marathon",US,68,273.23
2008,"Spirit Of Survival
  Marathon",US,77,279.58
2009,"Spirit Of Survival
  Marathon",US,74,250.03
2000,"Spokane Series
  Marathon",US,96,240.57
2001,"Spokane Series
  Marathon",US,82,246.17
2002,"Spokane Series
  Marathon",US,70,244.61
2003,"Spokane Series
  Marathon",US,73,246.29
2005,"Spokane Series
  Marathon",US,99,251.58
2006,"Spokane Series
  Marathon",US,107,242.39
2007,"Spokane Series
  Marathon",US,113,247.48
2008,"Spokane Series
  Marathon",US,112,238.38
2009,"Spokane Series
  Marathon",US,145,240.73
2010,"Spokane Series
  Marathon",US,132,249.86
2011,"Spokane Series
  Marathon",US,172,248.66
2012,"Spokane Series
  Marathon",US,168,255.97
2013,"Spokane Series
  Marathon",US,164,253.84
2001,Springfield Marathon,US,140,245.44
2002,Springfield Marathon,US,118,252.99
2003,Springfield Marathon,US,149,245.02
2004,Springfield Marathon,US,97,241.75
2005,Springfield Marathon,US,91,254.06
2011,"St. Augustine
  Marathon",US,112,255.96
2008,"St. Croix
  International Marathon",US,14,257.4
2009,"St. Croix
  International Marathon",US,29,267.55
2010,"St. Croix
  International Marathon",US,20,248.39
2011,"St. Croix
  International Marathon",US,9,245.17
2012,"St. Croix
  International Marathon",US,17,309.08
2013,"St. Croix
  International Marathon",US,21,280.23
2000,St. George Marathon,US,4153,253.07
2001,St. George Marathon,US,4044,252.49
2002,St. George Marathon,US,4226,252.28
2003,St. George Marathon,US,4437,254.32
2004,St. George Marathon,US,4584,256.83
2005,St. George Marathon,US,4613,259.27
2006,St. George Marathon,US,4762,255.84
2007,St. George Marathon,US,5153,251.71
2008,St. George Marathon,US,5033,257.57
2009,St. George Marathon,US,5639,255.2
2010,St. George Marathon,US,5702,264.43
2011,St. George Marathon,US,5722,265.25
2012,St. George Marathon,US,5706,259.48
2013,St. George Marathon,US,5819,256.45
2011,"St. Joe River
  Marathon",US,54,273.36
2012,"St. Joe River
  Marathon",US,61,275.18
2013,"St. Joe River
  Marathon",US,47,285.04
2001,"St. John Ambulance
  Marathon",Canada,47,231.55
2002,"St. John Ambulance
  Marathon",Canada,58,241.69
2003,"St. John Ambulance
  Marathon",Canada,53,231.91
2005,"St. John Ambulance
  Marathon",Canada,48,232.55
2006,"St. John Ambulance
  Marathon",Canada,83,240.14
2007,"St. John Ambulance
  Marathon",Canada,61,242.84
2008,"St. John Ambulance
  Marathon",Canada,70,241.95
2009,"St. John Ambulance
  Marathon",Canada,117,245.91
2010,"St. John Ambulance
  Marathon",Canada,100,220.64
2011,"St. John Ambulance
  Marathon",Canada,127,251.89
2000,St. Louis Marathon,US,952,254.27
2001,St. Louis Marathon,US,1313,269.29
2003,St. Louis Marathon,US,1233,271.46
2004,St. Louis Marathon,US,1290,254.3
2005,St. Louis Marathon,US,1607,275.06
2006,St. Louis Marathon,US,1694,262.6
2007,St. Louis Marathon,US,1854,262.19
2008,St. Louis Marathon,US,1615,260.59
2009,St. Louis Marathon,US,1807,265.19
2010,St. Louis Marathon,US,2082,266.36
2011,St. Louis Marathon,US,1913,272.58
2012,St. Louis Marathon,US,1630,272.33
2013,St. Louis Marathon,US,1593,269.43
2010,"Stars and Stripes
  Marathon",US,15,234.56
2011,"Stars and Stripes
  Marathon",US,53,309.41
2012,"Stars and Stripes
  Marathon",US,45,307.28
2013,"Stars and Stripes
  Marathon",US,43,296.76
2000,Steamboat Marathon,US,466,265.72
2001,Steamboat Marathon,US,475,272.59
2002,Steamboat Marathon,US,444,272.13
2003,Steamboat Marathon,US,431,263.64
2004,Steamboat Marathon,US,414,277.54
2005,Steamboat Marathon,US,421,267.91
2007,Steamboat Marathon,US,358,264.14
2008,Steamboat Marathon,US,315,266.49
2009,Steamboat Marathon,US,313,255.04
2010,Steamboat Marathon,US,344,272.62
2011,Steamboat Marathon,US,329,266
2012,Steamboat Marathon,US,274,266.97
2013,Steamboat Marathon,US,143,265.55
2000,Steamtown Marathon,US,1318,237.35
2001,Steamtown Marathon,US,1347,236.03
2002,Steamtown Marathon,US,1354,240.64
2003,Steamtown Marathon,US,1396,241.92
2004,Steamtown Marathon,US,1486,238.91
2005,Steamtown Marathon,US,1418,240.06
2006,Steamtown Marathon,US,1668,239.92
2007,Steamtown Marathon,US,1570,247.85
2008,Steamtown Marathon,US,1565,242.52
2009,Steamtown Marathon,US,1565,242.52
2010,Steamtown Marathon,US,1940,241.72
2011,Steamtown Marathon,US,1857,251.5
2012,Steamtown Marathon,US,1924,246.72
2013,Steamtown Marathon,US,2157,251.06
2004,Stevenage Marathon,England,196,239.07
2009,Stillwater Marathon,US,453,252.98
2010,Stillwater Marathon,US,373,269.31
2011,Stillwater Marathon,US,246,246
2002,"Stinson Beach
  Marathon",US,38,280.37
2003,"Stinson Beach
  Marathon",US,43,277.25
2004,"Stinson Beach
  Marathon",US,29,290.66
2005,"Stinson Beach
  Marathon",US,47,262.69
2006,"Stinson Beach
  Marathon",US,69,290.36
2007,"Stinson Beach
  Marathon",US,75,274.4
2009,"Stinson Beach
  Marathon",US,51,269.99
2010,"Stinson Beach
  Marathon",US,56,278.22
2011,"Stinson Beach
  Marathon",US,51,304.56
2012,"Stinson Beach
  Marathon",US,24,308.68
2013,"Stinson Beach
  Marathon",US,25,300.16
1979,Stockholm Marathon,Sweden,1799,217.48
1980,Stockholm Marathon,Sweden,4130,220.65
1981,Stockholm Marathon,Sweden,5914,227.19
1982,Stockholm Marathon,Sweden,6264,228.63
1983,Stockholm Marathon,Sweden,6388,201.26
1984,Stockholm Marathon,Sweden,6593,207.44
1985,Stockholm Marathon,Sweden,9786,232.65
1986,Stockholm Marathon,Sweden,10068,221.74
1987,Stockholm Marathon,Sweden,8873,222.64
1988,Stockholm Marathon,Sweden,10859,225.58
1989,Stockholm Marathon,Sweden,9230,224.31
1990,Stockholm Marathon,Sweden,8507,229.47
1991,Stockholm Marathon,Sweden,9242,227.95
1992,Stockholm Marathon,Sweden,8544,241.11
1993,Stockholm Marathon,Sweden,8150,242.05
1994,Stockholm Marathon,Sweden,12693,257.57
1995,Stockholm Marathon,Sweden,12700,253.04
1996,Stockholm Marathon,Sweden,7806,237.23
1997,Stockholm Marathon,Sweden,8833,253.19
1998,Stockholm Marathon,Sweden,9916,248.9
1999,Stockholm Marathon,Sweden,9771,253.14
2000,Stockholm Marathon,Sweden,9925,253.41
2001,Stockholm Marathon,Sweden,10172,251.24
2002,Stockholm Marathon,Sweden,10719,264.39
2003,Stockholm Marathon,Sweden,12139,253.57
2004,Stockholm Marathon,Sweden,12693,257.57
2005,Stockholm Marathon,Sweden,12703,253.07
2006,Stockholm Marathon,Sweden,12936,258.58
2007,Stockholm Marathon,Sweden,12354,270.04
2008,Stockholm Marathon,Sweden,13543,261.22
2009,Stockholm Marathon,Sweden,13722,260.94
2010,Stockholm Marathon,Sweden,14682,254.93
2011,Stockholm Marathon,Sweden,15465,248.84
2012,Stockholm Marathon,Sweden,14678,249.26
2013,Stockholm Marathon,Sweden,15653,251.03
2003,"Stoke-on-Trent City
  Marathon",England,595,270.26
2004,"Stoke-on-Trent City
  Marathon",England,540,252.99
2003,"Stone Cat Marathon
  and 50 Mile Trail Races",US,109,313.44
2004,"Stone Cat Marathon
  and 50 Mile Trail Races",US,103,339.43
2006,"Stone Cat Marathon
  and 50 Mile Trail Races",US,134,323.48
2010,"Stone Cat Marathon
  and 50 Mile Trail Races",US,160,311.04
2011,"Stone Cat Marathon
  and 50 Mile Trail Races",US,194,307.22
2012,"Stone Cat Marathon
  and 50 Mile Trail Races",US,210,302.38
2013,"Stone Cat Marathon
  and 50 Mile Trail Races",US,215,300.63
2013,"Storm the Dam Trail
  Marathon",US,29,299.6
2000,Stowe Marathon,US,25,229.03
2001,Stowe Marathon,US,71,286.3
2002,Stowe Marathon,US,29,251.28
2003,Stowe Marathon,US,75,254.63
2004,Stowe Marathon,US,119,272.62
2005,Stowe Marathon,US,110,264.36
2006,Stowe Marathon,US,102,268.88
2008,"Sudbury Rocks!!!
  Race, Run or Walk for Diabetes",Canada,53,235.64
2009,"Sudbury Rocks!!!
  Race, Run or Walk for Diabetes",Canada,39,257.68
2010,"Sudbury Rocks!!!
  Race, Run or Walk for Diabetes",Canada,47,230.24
2011,"Sudbury Rocks!!!
  Race, Run or Walk for Diabetes",Canada,46,287.93
2012,"Sudbury Rocks!!!
  Race, Run or Walk for Diabetes",Canada,46,229.21
2013,"Sudbury Rocks!!!
  Race, Run or Walk for Diabetes",Canada,39,247.14
2003,Sugarloaf Marathon,US,273,237.62
2004,Sugarloaf Marathon,US,280,234.8
2005,Sugarloaf Marathon,US,249,240.54
2006,Sugarloaf Marathon,US,281,236.33
2007,Sugarloaf Marathon,US,166,227.32
2008,Sugarloaf Marathon,US,183,236.51
2009,Sugarloaf Marathon,US,249,231.52
2010,Sugarloaf Marathon,US,338,238.51
2011,Sugarloaf Marathon,US,392,240.95
2012,Sugarloaf Marathon,US,574,252.47
2013,Sugarloaf Marathon,US,395,239.89
2000,"Sugarloaf/USA
  Marathon",US,170,234.13
2001,"Sugarloaf/USA
  Marathon",US,235,236.05
2002,"Sugarloaf/USA
  Marathon",US,261,230.55
2013,"Summerlake Loopy
  Marathon",US,40,301.71
2010,"Summit Credit Union
  Haunted Hustle Marathon",US,354,251.25
2011,"Summit Credit Union
  Haunted Hustle Marathon",US,511,251.53
2012,"Summit Credit Union
  Haunted Hustle Marathon",US,401,260.82
2013,"Summit Credit Union
  Haunted Hustle Marathon",US,259,255.93
2000,Sunburst Marathon,US,445,263.46
2001,Sunburst Marathon,US,550,244.56
2002,Sunburst Marathon,US,547,254.58
2003,Sunburst Marathon,US,666,254.94
2004,Sunburst Marathon,US,416,246.66
2005,Sunburst Marathon,US,584,264.02
2006,Sunburst Marathon,US,567,245.79
2007,Sunburst Marathon,US,525,265.42
2008,Sunburst Marathon,US,465,256.72
2009,Sunburst Marathon,US,595,254.2
2010,Sunburst Marathon,US,744,264.36
2011,Sunburst Marathon,US,419,254.8
2012,Sunburst Marathon,US,446,248.1
2013,Sunburst Marathon,US,490,261.95
2011,"Sunriver Marathon for
  a Cause",US,69,263.39
2012,"Sunriver Marathon for
  a Cause",US,86,269.42
2013,"Sunriver Marathon for
  a Cause",US,111,268.31
2004,"Superior Trail
  Marathon",US,50,395.76
2005,"Superior Trail
  Marathon",US,83,421.53
2006,"Superior Trail
  Marathon",US,84,384.71
2008,"Superior Trail
  Marathon",US,106,376.01
2000,Surf City Marathon,US,592,259.25
2001,Surf City Marathon,US,389,249.42
2002,Surf City Marathon,US,635,256.94
2003,Surf City Marathon,US,635,263.01
2004,Surf City Marathon,US,763,260.7
2005,Surf City Marathon,US,693,258.55
2006,Surf City Marathon,US,781,273.87
2007,Surf City Marathon,US,959,269.05
2008,Surf City Marathon,US,1075,272.95
2009,Surf City Marathon,US,1981,277.73
2010,Surf City Marathon,US,2359,272.64
2011,Surf City Marathon,US,4873,268.03
2012,Surf City Marathon,US,2447,268.11
2013,Surf City Marathon,US,2274,275.04
2013,Surfers Path Marathon,US,286,271.48
2005,"Surfside Beach
  Marathon",US,62,292.85
2006,"Surfside Beach
  Marathon",US,114,314.79
2007,"Surfside Beach
  Marathon",US,127,290.62
2008,"Surfside Beach
  Marathon",US,154,316.5
2009,"Surfside Beach
  Marathon",US,139,276.68
2010,"Surfside Beach
  Marathon",US,178,299.23
2011,"Surfside Beach
  Marathon",US,172,312.98
2012,"Surfside Beach
  Marathon",US,161,293.08
2013,"Surfside Beach
  Marathon",US,103,296.57
2012,"Surrey International
  World Music Marathon",Canada,231,258.4
2013,"Surrey International
  World Music Marathon",Canada,180,264.94
2011,Sussex Marathon,England,313,259.67
2012,Sussex Marathon,England,211,263.27
2013,Sussex Marathon,England,105,259
2005,Swan Lake Marathon,US,19,270.55
2006,Swan Lake Marathon,US,25,290.18
2007,Swan Lake Marathon,US,85,268.52
2008,Swan Lake Marathon,US,53,285.08
2009,Swan Lake Marathon,US,73,280.28
2010,Swan Lake Marathon,US,87,281.43
2011,Swan Lake Marathon,US,99,292.07
2012,Swan Lake Marathon,US,86,315.79
2013,Swan Lake Marathon,US,76,287.15
2013,"Sweltering Summer
  Marathon",US,12,249.88
2001,Sydney Marathon,Australia,1294,245.65
2002,Sydney Marathon,Australia,1312,240.51
2004,Sydney Marathon,Australia,1165,237.62
2005,Sydney Marathon,Australia,1258,245.28
2006,Sydney Marathon,Australia,1217,244.91
2007,Sydney Marathon,Australia,1299,234.42
2010,Sydney Marathon,Australia,2820,242.9
2011,Sydney Marathon,Australia,3138,257.05
2012,Sydney Marathon,Australia,2984,246.06
2013,Sydney Marathon,Australia,3340,251.01
2010,"TRC Post Oak Lodge
  Trail Marathon",US,138,391.93
2011,"TRC Post Oak Lodge
  Trail Marathon",US,58,307.46
2012,"TRC Post Oak Lodge
  Trail Marathon",US,107,333.76
2013,"TRC Post Oak Lodge
  Trail Marathon",US,57,337.13
2007,Tacoma City Marathon,US,371,255.65
2008,Tacoma City Marathon,US,344,265.38
2009,Tacoma City Marathon,US,271,259.1
2010,Tacoma City Marathon,US,463,266.67
2011,Tacoma City Marathon,US,342,264.2
2012,Tacoma City Marathon,US,398,261.12
2013,Tacoma City Marathon,US,896,279.95
2001,Tallahassee Marathon,US,80,261.13
2002,Tallahassee Marathon,US,61,253.31
2003,Tallahassee Marathon,US,38,250.15
2004,Tallahassee Marathon,US,75,245.01
2005,Tallahassee Marathon,US,129,258.93
2006,Tallahassee Marathon,US,79,245.07
2007,Tallahassee Marathon,US,168,249.49
2008,Tallahassee Marathon,US,197,238.01
2009,Tallahassee Marathon,US,203,238.8
2010,Tallahassee Marathon,US,233,248.1
2011,Tallahassee Marathon,US,234,247.71
2012,Tallahassee Marathon,US,269,257.31
2013,Tallahassee Marathon,US,308,248.37
2008,Taunton Marathon,England,172,218.39
2009,Taunton Marathon,England,186,226.63
2010,Taunton Marathon,England,209,232.11
2011,Taunton Marathon,England,214,228.46
2012,Taunton Marathon,England,199,226.52
2013,Taunton Marathon,England,197,224.98
2003,"Tecumseh Trail
  Marathon",US,222,296.45
2004,"Tecumseh Trail
  Marathon",US,303,296.36
2005,"Tecumseh Trail
  Marathon",US,349,288.45
2006,"Tecumseh Trail
  Marathon",US,426,312.12
2007,"Tecumseh Trail
  Marathon",US,451,299.86
2008,"Tecumseh Trail
  Marathon",US,486,324.23
2009,"Tecumseh Trail
  Marathon",US,593,315.82
2010,"Tecumseh Trail
  Marathon",US,567,315.99
2011,"Tecumseh Trail
  Marathon",US,636,313.6
2012,"Tecumseh Trail
  Marathon",US,562,314.77
2005,Teton DAM Marathon,US,41,275.34
2006,Teton DAM Marathon,US,83,274.13
2007,Teton DAM Marathon,US,166,273.62
2008,Teton DAM Marathon,US,156,271.26
2009,Teton DAM Marathon,US,139,279.95
2010,Teton DAM Marathon,US,127,267.01
2011,Teton DAM Marathon,US,87,272.45
2012,Teton DAM Marathon,US,80,257.41
2013,Teton DAM Marathon,US,58,264.66
2002,Texas Marathon,US,36,257.45
2003,Texas Marathon,US,68,292.52
2004,Texas Marathon,US,129,293.12
2005,Texas Marathon,US,114,298.1
2006,Texas Marathon,US,124,301.63
2007,Texas Marathon,US,176,280.46
2008,Texas Marathon,US,245,292.46
2009,Texas Marathon,US,264,291.06
2010,Texas Marathon,US,245,292.86
2011,Texas Marathon,US,316,287.03
2012,Texas Marathon,US,442,307.19
2013,Texas Marathon,US,245,309.18
2013,"That Dam Hill
  Marathon",Canada,34,264.31
2013,The Army Marathon,US,601,288.13
2010,"The Blister in the
  Sun Marathon",US,12,304.92
2011,"The Blister in the
  Sun Marathon",US,38,308.29
2012,"The Blister in the
  Sun Marathon",US,79,303.86
2013,"The Blister in the
  Sun Marathon",US,92,315.69
2011,"The Bogtrotters
  Marathon",Ireland,77,269.69
2010,"The Christmas
  Marathon",US,29,274.26
2011,The Easter Marathon,US,27,291.77
2010,"The Gusher Marathon,
  Half Marathon & 5K",US,155,279.29
2011,"The Gusher Marathon,
  Half Marathon & 5K",US,102,278.02
2012,"The Gusher Marathon,
  Half Marathon & 5K",US,104,265.2
2013,"The Gusher Marathon,
  Half Marathon & 5K",US,98,277.87
2013,The Hungerford Games,US,38,321.27
2011,"The Instant Classic
  Marathon Trail Run",US,56,282.17
2012,"The Instant Classic
  Marathon Trail Run",US,127,287
2013,"The Instant Classic
  Marathon Trail Run",US,108,293.78
2009,The Kauai Marathon,US,404,293.12
2010,The Kauai Marathon,US,343,294.73
2011,The Kauai Marathon,US,344,284.42
2012,The Kauai Marathon,US,351,288.36
2013,The Kauai Marathon,US,286,292.67
2010,"The Lydiard Legend
  Marathon",New Zealand,166,248.16
2011,"The Lydiard Legend
  Marathon",New Zealand,144,255.4
2012,"The Lydiard Legend
  Marathon",New Zealand,142,250.96
2013,"The Lydiard Legend
  Marathon",New Zealand,125,250.45
2013,"The New Mexico-Texas
  Challenge Marathon",US,37,282.09
2011,"The New Year's
  Marathon",US,4,315.25
2010,"The North Devon AONB
  Marathon",England,135,299.53
2011,"The North Devon AONB
  Marathon",England,118,299.07
2012,"The North Devon AONB
  Marathon",England,152,290.9
2013,"The North Devon AONB
  Marathon",England,171,283.9
2010,"The North Face
  Endurace Callenge - Madison",US,96,309.21
2011,"The North Face
  Endurace Callenge - Madison",US,139,292.89
2012,"The North Face
  Endurace Challenge - Kansas City",US,255,268.54
2012,"The North Face
  Endurace Challenge - Madison",US,177,306.44
2013,"The North Face
  Endurace Challenge - Madison",US,139,306.77
2010,"The North Face
  Endurance Challenge - Atlanta",US,63,371.29
2012,"The North Face
  Endurance Challenge - Atlanta",US,72,387.57
2013,"The North Face
  Endurance Challenge - Atlanta",US,69,399.22
2010,"The North Face
  Endurance Challenge - Bear Mountain",US,65,364.9
2011,"The North Face
  Endurance Challenge - Bear Mountain",US,148,362.02
2012,"The North Face
  Endurance Challenge - Bear Mountain",US,162,368.04
2013,"The North Face
  Endurance Challenge - Bear Mountain",US,186,385.74
2010,"The North Face
  Endurance Challenge - San Francisco",US,174,317.29
2011,"The North Face
  Endurance Challenge - San Francisco",US,166,332.4
2012,"The North Face
  Endurance Challenge - San Francisco",US,181,349.38
2013,"The North Face
  Endurance Challenge - San Francisco",US,198,322.68
2010,"The North Face
  Endurance Challenge - Washington DC",US,112,360.96
2011,"The North Face
  Endurance Challenge - Washington DC",US,199,348.18
2012,"The North Face
  Endurance Challenge - Washington DC",US,218,360.08
2013,"The North Face
  Endurance Challenge - Washington DC",US,222,377.87
2013,The Purbeck Marathon,England,146,284.29
2012,The Qualifier,US,464,269.48
2009,"The Santa Rosa
  Marathon",US,87,259.8
2010,"The Santa Rosa
  Marathon",US,184,269.04
2011,"The Santa Rosa
  Marathon",US,416,244.75
2012,"The Santa Rosa
  Marathon",US,537,238.5
2013,"The Santa Rosa
  Marathon",US,1136,248.04
2006,The Sedona Marathon,US,131,272.31
2007,The Sedona Marathon,US,208,287.2
2008,The Sedona Marathon,US,159,280.11
2009,The Sedona Marathon,US,199,284.13
2010,The Sedona Marathon,US,147,268.44
2011,The Sedona Marathon,US,163,274.59
2012,The Sedona Marathon,US,179,283.36
2013,The Sedona Marathon,US,258,294.2
2011,"The St. Patrick's Day
  Marathon",US,33,257.98
2013,"The Tunnel Lite
  Marathon",US,195,248.99
2010,"The Tyler Rose
  Marathon",US,245,278.66
2011,"The Tyler Rose
  Marathon",US,212,288.46
2012,"The Tyler Rose
  Marathon",US,153,262.75
2013,"The Tyler Rose
  Marathon",US,172,286.6
2011,"The Valentine's Day
  Marathon",US,14,283.51
2011,The Wattle Waddle,US,63,292.03
2012,The Wattle Waddle,US,80,292.69
2013,The Wattle Waddle,US,74,293.62
2012,"The Woodlands
  Marathon",US,1009,268.72
2013,"The Woodlands
  Marathon",US,910,261.18
2011,"Three Bridges
  Marathon",US,43,236.25
2012,"Three Bridges
  Marathon",US,50,223.72
2010,Three Forts Marathon,England,162,286.38
2011,Three Forts Marathon,England,237,290.04
2012,Three Forts Marathon,England,293,291.28
2013,Three Forts Marathon,England,264,285.45
2011,"Three Sisters
  Marathon",US,74,283.37
2012,"Three Sisters
  Marathon",US,52,269.19
2013,"Three Sisters
  Marathon",US,19,280.96
2010,"Thunder Bay Marathon
  - Miles with the Giant",Canada,113,242.77
2011,"Thunder Bay Marathon
  - Miles with the Giant",Canada,61,236.47
2012,"Thunder Bay Marathon
  - Miles with the Giant",Canada,67,243.18
2013,"Thunder Bay Marathon
  - Miles with the Giant",Canada,79,229.78
2000,"Thunder Mountain
  Marathon",US,65,271.86
2001,"Thunder Mountain
  Marathon",US,36,257.62
2002,"Thunder Mountain
  Marathon",US,85,285.86
2010,"Thunderwolves Indoor
  Marathon",Canada,5,241.45
2011,"Thunderwolves Indoor
  Marathon",Canada,4,251.59
2012,"Thunderwolves Indoor
  Marathon",Canada,8,219.85
2013,"Thunderwolves Indoor
  Marathon",Canada,7,277.83
2008,Timberline Marathon,US,264,305.68
2009,Timberline Marathon,US,119,271.02
2010,Timberline Marathon,US,81,275.57
2011,Timberline Marathon,US,72,281.5
2012,Timberline Marathon,US,110,283.1
2013,Timberline Marathon,US,104,278.18
2011,"Timmy's Challenge
  Marathon",US,51,292.91
2012,"Timmy's Challenge
  Marathon",US,121,291.9
