number,first,last
1383.54,1,4
19153.86,1,6
523.7,5,7
51.64,5,4
42.22,4,2
459.39,4,9
221.25,2,5
92.3,9,3
301.78,3,8
8000.86,8,6
781.48,7,8
5665.09,5,9
894.28,8,8
1276.32,1,2
8662.17,8,7
502.24,5,4
321.88,3,8
338.63,3,3
12550.09,1,9
13093.35,1,5
664.22,6,2
184.34,1,4
8432.29,8,9
14.43,1,3
8284.1,8,1
282.24,2,4
9531.37,9,7
9351.73,9,3
8858.18,8,8
7816.96,7,6
1424.46,1,6
59.15,5,5
318.56,3,6
1078.84,1,4
8607.85,8,5
1129.46,1,6
322.42,3,2
380.09,3,9
8802.54,8,4
337.18,3,8
102.82,1,2
9523.27,9,7
961.72,9,2
9036.94,9,4
132.31,1,1
2324.63,2,3
9070.17,9,7
209.32,2,2
429.94,4,4
6792.32,6,2
52.74,5,4
262.64,2,4
10136.67,1,7
8740,8,0
10599.38,1,8
450.27,4,7
55.56,5,6
939.48,9,8
15431.37,1,7
208.16,2,6
9604.06,9,6
8762.35,8,5
1225.17,1,7
604.24,6,4
11991.24,1,4
187.01,1,1
11581.63,1,3
14532.41,1,1
565.92,5,2
1708.21,1,1
9235.79,9,9
188.45,1,5
571.68,5,8
11015.95,1,5
606.99,6,9
298.44,2,4
9070.96,9,6
46.09,4,9
10748.35,1,5
409.06,4,6
249.37,2,7
14581.63,1,3
9210.85,9,5
69.47,6,7
318.91,3,1
10578.78,1,8
14161.56,1,6
476.78,4,8
6994.94,6,4
85.76,8,6
217.2,2,2
9474.44,9,4
9605.53,9,3
826.58,8,8
61.33,6,3
7629.69,7,9
8307.39,8,9
9590.75,9,5
28348.81,2,1
11490.11,1,1
326.67,3,7
7075.59,7,9
3278.63,3,3
12088.48,1,8
3102.92,3,2
13669.36,1,6
3696.06,3,6
13390,1,0
2220.46,2,6
271.8,2,8
12984.62,1,2
11826.7,1,7
3839.75,3,5
30413.29,3,9
585.56,5,6
46.57,4,7
7188.21,7,1
14369.13,1,3
183.35,1,5
11884.7,1,7
2332.33,2,3
1728.22,1,2
1452.67,1,7
1728.06,1,6
6059.67,6,7
6407.48,6,8
22665.17,2,7
14144.92,1,2
15812.97,1,7
9772.8,9,8
16821.17,1,7
18533.29,1,9
10588.86,1,6
6422.97,6,7
15232.62,1,2
9312.62,9,2
10742.63,1,3
6415.58,6,8
13275.95,1,5
8786.05,8,5
21794.64,2,4
22437.8,2,8
13509.04,1,4
11840.34,1,4
6710.15,6,5
9321.61,9,1
13614.9,1,9
15571.45,1,5
11666.48,1,8
22156.45,2,5
8700.1,8,1
12025.65,1,5
8934.91,8,1
3440.56,3,6
15961.11,1,1
10821.96,1,6
20259.37,2,7
18598.4,1,4
11525.86,1,6
16493.83,1,3
9840.76,9,6
4861.25,4,5
20308.89,2,9
11652.71,1,1
19690.74,1,4
15369.99,1,9
15325.51,1,1
368.55,3,5
16484,1,4
239.29,2,9
215.19,2,9
302.07,3,7
483.48,4,8
772.9,7,9
10390.1,1,1
18892.4,1,4
3122,3,2
8317.56,8,6
19371.7,1,7
12225.64,1,4
13435.36,1,6
1733,1,3
10443.91,1,1
10682.88,1,8
31083.25,3,5
21456.92,2,2
23520.51,2,1
16514.68,1,8
13342.66,1,6
9339.7,9,7
9979.55,9,5
544.94,5,4
16163.85,1,5
1060.34,1,4
852.63,8,3
886.65,8,5
604.75,6,5
512.9,5,9
11751.63,1,3
16361.4,1,4
247.03,2,3
15553.87,1,7
156.68,1,8
14109.23,1,3
15663.41,1,1
336.27,3,7
16126.11,1,1
324.31,3,1
351.08,3,8
315.2,3,2
640.19,6,9
616.77,6,7
608.99,6,9
129.41,1,1
934.37,9,7
651.03,6,3
503.04,5,4
615.27,6,7
29602.09,2,9
11856.76,1,6
6988.94,6,4
9604.21,9,1
5435.02,5,2
664,6,4
19.69,1,9
392.35,3,5
9403.5,9,5
629.6,6,6
254.72,2,2
42.99,4,9
331.41,3,1
253.14,2,4
487.08,4,8
132.9,1,9
948.33,9,3
20308.89,2,9
12939.7,1,7
796.71,7,1
774.83,7,3
232.74,2,4
365.33,3,3
301.07,3,7
11724.86,1,6
4366.28,4,8
328.08,3,8
173.05,1,5
263.49,2,9
281.08,2,8
601.79,6,9
343.59,3,9
277.71,2,1
144.8,1,8
36.64,3,4
241.22,2,2
194.54,1,4
1166.53,1,3
231.38,2,8
218.78,2,8
8761.69,8,9
240.19,2,9
21330.35,2,5
21474.1,2,1
20001.12,2,2
19580.63,1,3
9718.73,9,3
1524.39,1,9
1130,1,0
12854.25,1,5
10098.99,1,9
167.78,1,8
1580.88,1,8
197.36,1,6
955.08,9,8
256.65,2,5
1757.11,1,1
1299.91,1,1
677.25,6,5
714.99,7,9
801.41,8,1
978.13,9,3
981.04,9,4
199.42,1,2
9897.93,9,3
274.66,2,6
8.6,8,6
251.1,2,1
9635,9,5
21926.27,2,7
26961.39,2,9
10344.17,1,7
14346.74,1,4
10147.89,1,9
13493.41,1,1
14884.8,1,8
8768.38,8,8
9755.76,9,6
10642.05,1,5
24484.15,2,5
16674.79,1,9
11362.12,1,2
15685.35,1,5
11867.68,1,8
1537.48,1,8
17187.61,1,1
27393.31,2,1
32715.37,3,7
33724.16,3,6
18935.73,1,3
22789.11,2,1
22248.3,2,3
35069.81,3,1
27514.94,2,4
740.94,7,4
41,4,1
235.09,2,9
1696.13,1,3
452.05,4,5
134.58,1,8
11936.03,1,3
8711.69,8,9
14.43,1,3
12029.67,1,7
206.34,2,4
102.64,1,4
7868.87,7,7
149.73,1,3
9548.12,9,2
16284.66,1,6
299.4,2,4
46.56,4,6
11250.5,1,5
274.02,2,2
19054.36,1,6
316.31,3,1
424.36,4,6
219.99,2,9
11342.94,1,4
10934.87,1,7
618.77,6,7
137.83,1,3
331.31,3,1
12654.26,1,6
11498.06,1,6
93.01,9,1
1341.58,1,8
16867,1,7
10690.07,1,7
62.32,6,2
8631.6,8,6
371.77,3,7
210.37,2,7
12384.83,1,3
10530.84,1,4
234.03,2,3
268.14,2,4
9799.57,9,7
277.73,2,3
11685.62,1,2
199.21,1,1
9242.37,9,7
36.93,3,3
8683.61,8,1
736.26,7,6
17815.49,1,9
184.37,1,7
11325.41,1,1
9912.19,9,9
793.33,7,3
14409.51,1,1
399.7,3,7
281.37,2,7
229.25,2,5
13347.15,1,5
143.84,1,4
12477.44,1,4
16487.18,1,8
553.83,5,3
1343.17,1,7
10474.67,1,7
54.96,5,6
7733.52,7,2
300.7,3,7
11129.61,1,1
15295.82,1,2
213.58,2,8
61.24,6,4
9078.48,9,8
10763.3,1,3
194.09,1,9
41.88,4,8
8891.85,8,5
10846.38,1,8
202.53,2,3
540.1,5,1
12085.82,1,2
384.8,3,8
316.2,3,2
9348.53,9,3
42.07,4,7
9162.28,9,8
11622.03,1,3
10861.26,1,6
404.1,4,1
11024.23,1,3
14626.05,1,5
8447.53,8,3
13603.06,1,6
11614.17,1,7
28.85,2,5
634.96,6,6
1476.24,1,4
15197.59,1,9
498,4,8
240.42,2,2
92.89,9,9
9952.25,9,5
312.96,3,6
10493.62,1,2
12875.16,1,6
925.65,9,5
618.04,6,4
13014.94,1,4
417.8,4,8
344.84,3,4
17056.08,1,8
230.63,2,3
281.85,2,5
308.14,3,4
18481.46,1,6
18491.06,1,6
19933.68,1,8
583.59,5,9
15064.92,1,2
208.05,2,5
412.95,4,5
8.05,8,5
191.95,1,5
391.95,3,5
408.05,4,5
608.05,6,5
8.05,8,5
25,2,5
172610.29,1,9
6225.24,6,4
167303.71,1,1
131531.62,1,2
181390.97,1,7
227541.87,2,7
54701.34,5,4
105415.51,1,1
111459.4,1,4
110440,1,0
156158.52,1,2
98000,9,0
128739.78,1,8
133391.73,1,3
120000,1,0
34118.82,3,2
150542.19,1,9
157197.15,1,5
134843.78,1,8
136139.21,1,1
28498.58,2,8
179477.93,1,3
52440,5,0
1621.54,1,4
2515.12,2,2
1437.3,1,3
1818.88,1,8
80,8,0
75,7,5
438.97,4,7
919.35,9,5
475.8,4,8
94.66,9,6
112.78,1,8
353.15,3,5
80.79,8,9
84.23,8,3
31.75,3,5
151.4,1,4
44.95,4,5
925,9,5
25.43,2,3
1771.76,1,6
2096.12,2,2
1947.4,1,4
1646.12,1,2
1646.12,1,2
49.38,4,8
1417.92,1,2
710.23,7,3
580,5,0
601.75,6,5
710.5,7,5
289.8,2,8
677.88,6,8
560,5,0
644,6,4
665,6,5
486.5,4,5
486.5,4,5
24805.6,2,6
654.5,6,5
665,6,5
497,4,7
434,4,4
560,5,0
42,4,2
633.5,6,5
665,6,5
665,6,5
654.5,6,5
497,4,7
674.45,6,5
476,4,6
665,6,5
618.06,6,6
607.19,6,9
558.25,5,5
522,5,2
612.63,6,3
649.73,6,3
0,0,0
1800,1,0
4379.2,4,2
2,2,2
106,1,6
173,1,3
50,5,0
38,3,8
35.93,3,3
174.63,1,3
125.32,1,2
28.8,2,8
8.19,8,9
8.27,8,7
52.69,5,9
148.61,1,1
30,3,0
187.08,1,8
47.14,4,4
3.14,3,4
37.74,3,4
3.88,3,8
2340,2,0
891.59,8,9
533.95,5,5
653.45,6,5
13953.2,1,2
8700,8,0
1206.81,1,1
97,9,7
112.4,1,4
67.05,6,5
28.15,2,5
150,1,0
1875,1,5
812.5,8,5
1495,1,5
2100,2,0
3807.5,3,5
375,3,5
1462.5,1,5
750,7,0
464,4,4
28.13,2,3
1044,1,4
537.48,5,8
597.2,5,2
1029.5,1,5
413.25,4,5
580,5,0
580,5,0
580,5,0
420.5,4,5
329.55,3,5
364.5,3,5
1170,1,0
364.5,3,5
364.5,3,5
364.5,3,5
364.5,3,5
364.5,3,5
780,7,0
364.5,3,5
364.5,3,5
112.5,1,5
150,1,0
150,1,0
364.5,3,5
364.5,3,5
884.2,8,2
5441.38,5,8
465.48,4,8
1816.67,1,7
1622.72,1,2
1923.34,1,4
329.3,3,3
100,1,0
363.26,3,6
414.52,4,2
333.3,3,3
370.83,3,3
259.35,2,5
380.97,3,7
324.75,3,5
225.88,2,8
850.08,8,8
853.66,8,6
450,4,0
76,7,6
273.06,2,6
16.88,1,8
15.01,1,1
11.4,1,4
10.64,1,4
17.62,1,2
12.36,1,6
13.71,1,1
17.88,1,8
500.98,5,8
9.84,9,4
32.5,3,5
124.71,1,1
153.13,1,3
183.8,1,8
85.18,8,8
34.3,3,3
17.6,1,6
51.07,5,7
4.45,4,5
41.1,4,1
982.8,9,8
1092,1,2
982.8,9,8
538.5,5,5
747.86,7,6
1092,1,2
754.47,7,7
559.21,5,1
162.21,1,1
125.67,1,7
1391.69,1,9
80.84,8,4
121.72,1,2
1009,1,9
597.78,5,8
217.14,2,4
551.27,5,7
98.17,9,7
72.8,7,8
131.1,1,1
117.41,1,1
711.48,7,8
187.76,1,6
395.95,3,5
264.52,2,2
44,4,4
70.11,7,1
693.35,6,5
666.26,6,6
224.25,2,5
371.37,3,7
62.36,6,6
325.83,3,3
58.21,5,1
60.66,6,6
43.19,4,9
47.74,4,4
15000,1,0
1640.36,1,6
4176.9,4,9
15674.21,1,1
2140.9,2,9
18830,1,0
21460,2,0
2913.84,2,4
18870,1,0
18895,1,5
20050,2,0
16375,1,5
23920,2,0
17390,1,0
19550,1,0
31685,3,5
23260,2,0
25510,2,0
23845,2,5
6500,6,0
84.98,8,8
174.28,1,8
124.49,1,9
164.66,1,6
47.4,4,4
97.82,9,2
19.31,1,1
17.21,1,1
11.12,1,2
227.95,2,5
103.83,1,3
78.03,7,3
34.37,3,7
17.21,1,1
19.31,1,1
38.86,3,6
5000,5,0
222.26,2,6
59.56,5,6
6007.5,6,5
4725,4,5
6210,6,0
675,6,5
29.61,2,1
318.18,3,8
4785,4,5
4785,4,5
14355,1,5
4844.44,4,4
13590,1,0
3588,3,8
50.28,5,8
35.18,3,8
188.36,1,6
54.95,5,5
193.46,1,6
316.95,3,5
296.9,2,9
74.98,7,8
204.9,2,9
338.23,3,3
270.97,2,7
258.27,2,7
90.63,9,3
561.87,5,7
280.47,2,7
193.56,1,6
233.47,2,7
207.07,2,7
6101.01,6,1
9152.92,9,2
90,9,0
49311.84,4,4
135297.35,1,5
2145.52,2,2
21465.96,2,6
21597.07,2,7
4565.26,4,6
23288.3,2,3
27356,2,6
750,7,0
52958,5,8
91929.5,9,5
70540.5,7,5
56698,5,8
72123,7,3
22717,2,7
11479.64,1,4
17486.25,1,5
14032.8,1,8
880,8,0
90428.64,9,4
1311,1,1
432,4,2
10076.4,1,4
4121.96,4,6
49.89,4,9
14393.46,1,6
1398.05,1,5
100.69,1,9
1253.04,1,4
98,9,8
106.11,1,1
1315,1,5
986.03,9,3
553.88,5,8
5396,5,6
3527.1,3,1
31452.43,3,3
43257.72,4,2
40590.29,4,9
611.4,6,4
839.09,8,9
795.88,7,8
11229.49,1,9
576,5,6
11.5,1,5
1197,1,7
119.99,1,9
24380.8,2,8
216223.97,2,7
21209.42,2,2
44105,4,5
14460,1,0
14460,1,0
126,1,6
126,1,6
44000,4,0
17890,1,0
17890,1,0
35000,3,0
1214.51,1,1
60000,6,0
66930,6,0
226.13,2,3
420,4,0
44620,4,0
14400,1,0
94.5,9,5
44620,4,0
60000,6,0
8609.57,8,7
199000,1,0
110330,1,0
7887.9,7,9
151500,1,0
3527.92,3,2
188750,1,0
283125,2,5
7436.37,7,7
283125,2,5
250000,2,0
6022.39,6,9
2541.08,2,8
202000,2,0
564.5,5,5
3323.98,3,8
78660,7,0
693.46,6,6
1785.79,1,9
964.71,9,1
97485,9,5
1637.5,1,5
43.01,4,1
71370,7,0
1441.9,1,9
110860,1,0
1723.68,1,8
67510,6,0
1888.77,1,7
63430,6,0
1244.41,1,1
57110,5,0
57110,5,0
5782.09,5,9
5782.09,5,9
62420,6,0
49703.15,4,5
44000,4,0
35000,3,0
1140.6,1,6
1140.6,1,6
48860,4,0
1000,1,0
189,1,9
189,1,9
49940,4,0
49940,4,0
36600,3,0
234.67,2,7
234.67,2,7
78820.5,7,5
26273.5,2,5
564.63,5,3
5415.37,5,7
23495.12,2,2
85186.03,8,3
14037.93,1,3
620,6,0
680,6,0
36089.28,3,8
19097.36,1,6
851,8,1
320.83,3,3
4000.85,4,5
2458.82,2,2
1533.87,1,7
2719.01,2,1
2685.06,2,6
3500.76,3,6
3246.2,3,2
3260.91,3,1
2314.56,2,6
2936.58,2,8
3016.02,3,2
1627,1,7
21762.02,2,2
10881,1,1
1327.26,1,6
65.75,6,5
67.25,6,5
595,5,5
113.75,1,5
73.13,7,3
97.5,9,5
113.75,1,5
3948.84,3,4
518721.64,5,4
39506.4,3,4
31913.83,3,3
19301.75,1,5
10092.23,1,3
19305,1,5
401.57,4,7
293.07,2,7
487.86,4,6
939.45,9,5
281.8,2,8
466.51,4,1
289.35,2,5
130.68,1,8
433.87,4,7
1160.7,1,7
910.78,9,8
525.94,5,4
215.65,2,5
86.32,8,2
18.48,1,8
108.35,1,5
26,2,6
91.06,9,6
180.34,1,4
344.36,3,6
718.86,7,6
381.2,3,2
175.81,1,1
25212.27,2,7
175,1,5
1094.37,1,7
240.04,2,4
270.25,2,5
1599.75,1,5
140.49,1,9
683.71,6,1
1093.82,1,2
3.83,3,3
198.1,1,1
20791.98,2,8
124.23,1,3
1093.82,1,2
1.2,1,2
1093.82,1,2
580.8,5,8
80.58,8,8
940.76,9,6
1240.68,1,8
191.11,1,1
111.63,1,3
42.71,4,1
18995.27,1,7
1566.8,1,8
1093.82,1,2
11.77,1,7
7.24,7,4
2.83,2,3
91.57,9,7
13.52,1,2
236.66,2,6
148.18,1,8
69.67,6,7
892.66,8,6
573.8,5,8
6.88,6,8
194.87,1,7
56.25,5,5
8875.45,8,5
11.18,1,8
1093.82,1,2
8.85,8,5
11.77,1,7
29.88,2,8
33.73,3,3
38.61,3,1
24.97,2,7
47.21,4,1
84.26,8,6
1600.56,1,6
6.88,6,8
111.63,1,3
38.32,3,2
277.16,2,6
8734.93,8,3
10.22,1,2
1566.8,1,8
1093.82,1,2
8.81,8,1
9.41,9,1
12.55,1,5
4.74,4,4
4.16,4,6
126.16,1,6
107.14,1,4
108.4,1,4
24.13,2,3
665.62,6,2
1931.24,1,4
7.36,7,6
43.01,4,1
34.55,3,5
13500.06,1,6
685.64,6,4
1572.6,1,6
1093.82,1,2
4.69,4,9
3.95,3,5
4.69,4,9
3.95,3,5
4.69,4,9
3.95,3,5
4.69,4,9
3.95,3,5
3.95,3,5
17.8,1,8
305.54,3,4
102.53,1,3
20.03,2,3
556.48,5,8
2624.61,2,1
14.01,1,1
270.13,2,3
65.75,6,5
247.5,2,5
51.21,5,1
2327.77,2,7
1093.82,1,2
1580.1,1,1
36.93,3,3
8.79,8,9
4.69,4,9
9.32,9,2
36.1,3,1
106.89,1,9
41.58,4,8
9.13,9,3
8.76,8,6
9.13,9,3
9.13,9,3
120.53,1,3
137.9,1,9
11.94,1,4
103.46,1,6
913.19,9,9
1776.98,1,8
8.04,8,4
51.36,5,6
265.61,2,1
5550.1,5,1
1108.47,1,7
6939.16,6,6
54.43,5,3
150.13,1,3
9.32,9,2
16.43,1,3
9.32,9,2
9.32,9,2
93.87,9,7
5.42,5,2
4.36,4,6
230.82,2,2
27.02,2,2
9.32,9,2
9.32,9,2
9.32,9,2
70.66,7,6
7.21,7,1
128.32,1,2
57.74,5,4
242.92,2,2
1122.47,1,7
1611.18,1,8
323.38,3,8
1108.47,1,7
104.22,1,2
5.06,5,6
4.69,4,9
42.62,4,2
17.71,1,1
18.64,1,4
9.32,9,2
9180.1,9,1
638.68,6,8
26.11,2,1
9.12,9,2
59.8,5,8
413.61,4,1
36.48,3,8
9.32,9,2
9.32,9,2
9.32,9,2
9.27,9,7
522.81,5,1
1373.38,1,8
349.72,3,2
38656.3,3,3
622.93,6,3
1108.47,1,7
10376.42,1,2
109,1,9
146.55,1,5
105.83,1,3
132.65,1,5
105.38,1,8
750.75,7,5
594.11,5,1
160.89,1,9
495.56,4,6
27.77,2,7
1520.32,1,2
224.42,2,2
87.32,8,2
193.04,1,4
43.81,4,1
311.89,3,9
195,1,5
669600,6,0
12400,1,0
216.25,2,5
216.25,2,5
32.25,3,5
32.25,3,5
29485,2,5
960,9,0
995,9,5
4530,4,0
180,1,0
180,1,0
690,6,0
3923.21,3,1
1011.05,1,5
11493.8,1,8
900,9,0
4256.1,4,1
300,3,0
958.31,9,1
76.57,7,7
75.14,7,4
64.77,6,7
74.89,7,9
83.8,8,8
89.13,8,3
76.38,7,8
1733.21,1,1
150,1,0
68.69,6,9
110.26,1,6
1915,1,5
300,3,0
77800,7,0
165000,1,0
3298.51,3,1
2102.8,2,8
200,2,0
375,3,5
1862.25,1,5
660.16,6,6
960.08,9,8
1121.37,1,7
1635.98,1,8
1547.47,1,7
881.1,8,1
887.04,8,4
763.84,7,4
985.6,9,6
985.6,9,6
591.36,5,6
1088.88,1,8
985.6,9,6
517.21,5,1
2252.06,2,6
985.6,9,6
990.25,9,5
1209.83,1,3
17884.74,1,4
2623.5,2,5
1650,1,0
3500,3,0
7000,7,0
3500,3,0
1500,1,0
379.13,3,3
299.27,2,7
130.59,1,9
50.89,5,9
149,1,9
35,3,5
69,6,9
66.5,6,5
67.5,6,5
53.76,5,6
19,1,9
402,4,2
307.74,3,4
201,2,1
114.35,1,5
184,1,4
107.95,1,5
332.5,3,5
535.11,5,1
250,2,0
225,2,5
100,1,0
2406.67,2,7
222,2,2
409.75,4,5
1900,1,0
2820,2,0
8435,8,5
135,1,5
60,6,0
3554.18,3,8
301,3,1
156,1,6
141,1,1
166,1,6
188.52,1,2
161,1,1
306,3,6
314.6,3,6
102,1,2
117,1,7
136,1,6
1051,1,1
50,5,0
66,6,6
156,1,6
96,9,6
1000,1,0
206,2,6
3663.78,3,8
443.8,4,8
184.5,1,5
484.42,4,2
464,4,4
446.5,4,5
76.5,7,5
7874,7,4
596.48,5,8
174.5,1,5
1431,1,1
360,3,0
263.75,2,5
195.5,1,5
249.75,2,5
185,1,5
782.8,7,8
587,5,7
216.5,2,5
5951.01,5,1
6951.01,6,1
220,2,0
156,1,6
686.7,6,7
5691.01,5,1
136.74,1,4
250,2,0
250,2,0
175,1,5
76.05,7,5
145,1,5
58,5,8
56,5,6
123,1,3
7018.93,7,3
15474.15,1,5
14558.02,1,2
20032.89,2,9
15431.49,1,9
10067.8,1,8
2802.14,2,4
11978.63,1,3
4276.74,4,4
2095.57,2,7
2471.57,2,7
2685.81,2,1
10707.47,1,7
11077.88,1,8
10807.59,1,9
4795.52,4,2
8652.38,8,8
5202.52,5,2
12476.95,1,5
12171.75,1,5
8584.23,8,3
793.44,7,4
758.6,7,6
1484.76,1,6
10209.15,1,5
10796.04,1,4
1589.54,1,4
11211.48,1,8
17202.32,1,2
16648.47,1,7
10981.05,1,5
10468.38,1,8
8833.13,8,3
3255.85,3,5
12733.2,1,2
7443.5,7,5
6966.73,6,3
10541.67,1,7
11029.34,1,4
10251.4,1,4
11722.43,1,3
5932.56,5,6
5809.06,5,6
6033.16,6,6
10061.53,1,3
13193.44,1,4
15600.14,1,4
16379.41,1,1
16156.18,1,8
17029.03,1,3
18417.89,1,9
18381.66,1,6
18030.22,1,2
16178,1,8
14994.4,1,4
15029.13,1,3
15116.54,1,4
12740.53,1,3
19596.18,1,8
11943.82,1,2
12215.25,1,5
16410.16,1,6
12296.46,1,6
7807.4,7,4
8331.75,8,5
6547.3,6,3
12120.46,1,6
10042.3,1,3
10016.84,1,4
12885.42,1,2
8720.45,8,5
9171.43,9,3
12246.8,1,8
12249.93,1,3
10728.74,1,4
11641.79,1,9
10668.78,1,8
9469.24,9,4
6811.35,6,5
17570.55,1,5
15662.73,1,3
8714.01,8,1
9870.26,9,6
14376.44,1,4
15006.51,1,1
6098.01,6,1
8702.16,8,6
6240.2,6,2
7715.69,7,9
12339.79,1,9
12598.17,1,7
8103.24,8,4
8375.1,8,1
8247.93,8,3
8059.83,8,3
15208.55,1,5
9476.01,9,1
12203.43,1,3
7874.45,7,5
8346.27,8,7
8260.97,8,7
7688.79,7,9
6031.69,6,9
5903.41,5,1
6911.41,6,1
9820.24,9,4
12482.97,1,7
11591.02,1,2
7766.58,7,8
8718.52,8,2
6776.58,6,8
15269.82,1,2
12889.14,1,4
15352.03,1,3
15436.07,1,7
8941.09,8,9
11495.6,1,6
11985.01,1,1
10250.5,1,5
13668.37,1,7
13781.63,1,3
13731.39,1,9
13066.1,1,1
13301.25,1,5
12993.82,1,2
10839.94,1,4
10239.84,1,4
9960.21,9,1
9424.39,9,9
10246.77,1,7
11251.29,1,9
13470.7,1,7
12348.76,1,6
15027.16,1,6
14567.92,1,2
6508.69,6,9
6063.11,6,1
16717.4,1,4
1331.14,1,4
10915.46,1,6
10846.84,1,4
7639.65,7,5
16977.68,1,8
4999.76,4,6
12171.19,1,9
12484.62,1,2
11777.44,1,4
5779.58,5,8
4668.94,4,4
7038.63,7,3
7341.14,7,4
7188.34,7,4
11485.48,1,8
7424.65,7,5
11751.12,1,2
14265.86,1,6
14453.06,1,6
14442.03,1,3
15350.54,1,4
15373.2,1,2
17812.29,1,9
17193.26,1,6
15143.5,1,5
14059.58,1,8
11432.57,1,7
8143.95,8,5
12080.78,1,8
427.77,4,7
5272.77,5,7
6952.33,6,3
771.07,7,7
9067.42,9,2
13432.26,1,6
12731.32,1,2
9014.33,9,3
7991.58,7,8
8438.2,8,2
7772.09,7,9
7042.87,7,7
6650.15,6,5
6548.38,6,8
6849.56,6,6
6490.2,6,2
9988.45,9,5
10193.28,1,8
12836.06,1,6
12787.73,1,3
12064.4,1,4
12465.65,1,5
10181.13,1,3
10430.79,1,9
9266.59,9,9
8343.5,8,5
8556.89,8,9
7950.32,7,2
8782.64,8,4
9271.66,9,6
8034.07,8,7
8386.19,8,9
7119.91,7,1
6780.89,6,9
7286.5,7,5
16510.47,1,7
16022.7,1,7
14791.73,1,3
14786.18,1,8
13754.18,1,8
15093.11,1,1
15037.59,1,9
16065.54,1,4
9410.95,9,5
9956.91,9,1
8726.07,8,7
10993.65,1,5
696.22,6,2
769.21,7,1
15707.21,1,1
14741.33,1,3
6212.38,6,8
6496.35,6,5
1803.55,1,5
1759.95,1,5
2557.79,2,9
11199.67,1,7
8295.54,8,4
8346.56,8,6
2274.44,2,4
17026.44,1,4
17411.96,1,6
15634.49,1,9
17507.46,1,6
19637.1,1,1
15760.62,1,2
15030.85,1,5
20226.39,2,9
16200,1,0
18226.31,1,1
27190.28,2,8
18945.19,1,9
25778.16,2,6
18975.5,1,5
18418.41,1,1
21451.41,2,1
5303.83,5,3
11981.33,1,3
5706.05,5,5
9402.23,9,3
11047.3,1,3
5889.59,5,9
3973.19,3,9
5237.47,5,7
5293.95,5,5
10217.32,1,2
5517.03,5,3
6635.04,6,4
6082,6,2
6220.06,6,6
8275.13,8,3
12902.08,1,8
6345.26,6,6
23654.89,2,9
13343.72,1,2
19964.08,1,8
1550.93,1,3
5319.29,5,9
8482.64,8,4
8082.94,8,4
2839.2,2,2
8990.15,8,5
17052.38,1,8
15989.36,1,6
10707.58,1,8
8482.31,8,1
14835.58,1,8
7087.46,7,6
8653.48,8,8
7954.61,7,1
8035.18,8,8
17735.82,1,2
14267.69,1,9
16781.31,1,1
12053.25,1,5
13988.33,1,3
12267.08,1,8
12533.65,1,5
14426.77,1,7
15573.72,1,2
14438.6,1,6
17603.23,1,3
17151.95,1,5
22186.02,2,2
6728.76,6,6
14891.56,1,6
14457.66,1,6
15590.96,1,6
15415.97,1,7
12988.7,1,7
13452.07,1,7
13514.83,1,3
11202.96,1,6
13524.85,1,5
14354.03,1,3
17718.28,1,8
11489.89,1,9
12724.56,1,6
14214.95,1,5
12051.88,1,8
12235.58,1,8
12884.72,1,2
4229.52,4,2
12236.31,1,1
11334.19,1,9
11194.57,1,7
13774.34,1,4
9553.07,9,7
5197.86,5,6
6385.37,6,7
7431.31,7,1
9163.58,9,8
9012.85,9,5
9518.25,9,5
11478.54,1,4
14474.91,1,1
7133.66,7,6
7863.43,7,3
7990.13,7,3
8598.45,8,5
9821.21,9,1
7516.93,7,3
8238.48,8,8
12190.26,1,6
10651.82,1,2
10851.58,1,8
13495.51,1,1
15686.55,1,5
8919.4,8,4
8127.76,8,6
8748.81,8,1
12366.36,1,6
10846.23,1,3
16839.01,1,1
415.27,4,7
552.91,5,1
574.96,5,6
3732.03,3,3
8231.91,8,1
8101.47,8,7
12092.09,1,9
12097.66,1,6
3833.65,3,5
8397.09,8,9
12841.48,1,8
13186.92,1,2
6854.11,6,1
14095.61,1,1
19495.26,1,6
20203.06,2,6
4811.97,4,7
10309.12,1,2
10019.81,1,1
14409.06,1,6
14562.51,1,1
4250.8,4,8
6879.74,6,4
6540.94,6,4
8839.55,8,5
5270.98,5,8
8252.22,8,2
8748.35,8,5
12818.9,1,9
3387.93,3,3
5626.1,5,1
5775.44,5,4
7950.99,7,9
4357.18,4,8
6719.19,6,9
7360.8,7,8
9915.87,9,7
11311.17,1,7
5547.94,5,4
11113.3,1,3
11459.2,1,2
15527.65,1,5
16552.89,1,9
11046,1,6
5295.65,5,5
7753.11,7,1
8936.69,8,9
10893.04,1,4
8996.59,8,9
13977.84,1,4
15560.17,1,7
19229.78,1,8
6150.89,6,9
8731.83,8,3
11507.18,1,8
5645.34,5,4
8175.48,8,8
11263.58,1,8
7227.92,7,2
9696.96,9,6
14096.31,1,1
12818.37,1,7
14745.8,1,8
13472.3,1,3
18644.61,1,1
9113.31,9,1
9662.43,9,3
4784.46,4,6
10963.42,1,2
13079.26,1,6
15734.73,1,3
10714.44,1,4
12178.97,1,7
15179.67,1,7
17481.35,1,5
8810.05,8,5
8770.64,8,4
12093.1,1,1
5305.35,5,5
10694.69,1,9
15378.72,1,2
15718.16,1,6
2993.89,2,9
6036.63,6,3
8281.68,8,8
