country,type,details,month,year,number,first,last
Finland,Process,Plastic surgery,augost,2011,424,4,4
Finland,Process,Paediatric surgery,augost,2011,217,2,7
Finland,Process,General surgery,augost,2011,201,2,1
Finland,Process,Cardiothoracic surgery,augost,2011,25,2,5
Finland,Internal.medic,Cardiology,augost,2011,737,7,7
Finland,Internal.medic,Internal medicine,augost,2011,490,4,0
Finland,Internal.medic,Gastroenterology (internal medicine),augost,2011,292,2,2
Finland,Internal.medic,Endocrinology (internal medicine),augost,2011,104,1,4
Finland,Internal.medic,Rheumotology,augost,2011,110,1,0
Finland,Internal.medic,Nephrology,augost,2011,21,2,1
Finland,Internal.medic,Haematology,augost,2011,16,1,6
Finland,Internal.medic,Geriatrics (internal medicine),augost,2011,0,0,0
Finland,Internal.medic,Infectious diseases,augost,2011,10,1,0
Finland,Internal.medic,Allergology (internal medicine),augost,2011,2,2,2
Finland,Speciality,SURGERY,december,2011,3661,3,1
Finland,Speciality,OPHTHALMOLOGY,december,2011,1821,1,1
Finland,Speciality,OTORHINOLARYNGOLOGY,december,2011,709,7,9
Finland,Speciality,INTERNAL MEDICINE,december,2011,980,9,0
Finland,Speciality,NEUROLOGY,december,2011,708,7,8
Finland,Speciality,OTHER,december,2011,435,4,5
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,december,2011,377,3,7
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,december,2011,156,1,6
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,december,2011,211,2,1
Finland,Speciality,RESPIRATORY MEDICINE,december,2011,112,1,2
Finland,Speciality,PAEDIATRICS,december,2011,86,8,6
Finland,Speciality,NEUROSURGERY,december,2011,114,1,4
Finland,Speciality,PSYCHIATRY,december,2011,89,8,9
Finland,Speciality,ANAESTHESIOLOGY,december,2011,66,6,6
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,december,2011,41,4,1
Finland,Speciality,CHILD NEUROLOGY,december,2011,123,1,3
Finland,Speciality,PHONIATRICS,december,2011,24,2,4
Finland,Speciality,ONCOLOGY AND RADIOLOGY,december,2011,24,2,4
Finland,Process,Orthopaedics,december,2011,1883,1,3
Finland,Process,Hand surgery,december,2011,274,2,4
Finland,Process,Surgery,december,2011,232,2,2
Finland,Process,Gastroenterological surgery,december,2011,346,3,6
Finland,Process,Urology,december,2011,266,2,6
Finland,Process,Vascular surgery,december,2011,302,3,2
Finland,Process,Plastic surgery,december,2011,230,2,0
Finland,Process,Paediatric surgery,december,2011,55,5,5
Finland,Process,General surgery,december,2011,58,5,8
Finland,Process,Cardiothoracic surgery,december,2011,15,1,5
Finland,Internal.medic,Cardiology,december,2011,321,3,1
Finland,Internal.medic,Internal medicine,december,2011,326,3,6
Finland,Internal.medic,Gastroenterology (internal medicine),december,2011,178,1,8
Finland,Internal.medic,Endocrinology (internal medicine),december,2011,71,7,1
Finland,Internal.medic,Rheumotology,december,2011,45,4,5
Finland,Internal.medic,Nephrology,december,2011,12,1,2
Finland,Internal.medic,Haematology,december,2011,17,1,7
Finland,Internal.medic,Geriatrics (internal medicine),december,2011,0,0,0
Finland,Internal.medic,Infectious diseases,december,2011,10,1,0
Finland,Internal.medic,Allergology (internal medicine),december,2011,0,0,0
Finland,Speciality,SURGERY,april,2012,2925,2,5
Finland,Speciality,OPHTHALMOLOGY,april,2012,1753,1,3
Finland,Speciality,OTORHINOLARYNGOLOGY,april,2012,1088,1,8
Finland,Speciality,INTERNAL MEDICINE,april,2012,835,8,5
Finland,Speciality,NEUROLOGY,april,2012,426,4,6
Finland,Speciality,OTHER,april,2012,347,3,7
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,april,2012,356,3,6
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,april,2012,113,1,3
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,april,2012,145,1,5
Finland,Speciality,RESPIRATORY MEDICINE,april,2012,196,1,6
Finland,Speciality,PAEDIATRICS,april,2012,91,9,1
Finland,Speciality,NEUROSURGERY,april,2012,186,1,6
Finland,Speciality,PSYCHIATRY,april,2012,53,5,3
Finland,Speciality,ANAESTHESIOLOGY,april,2012,12,1,2
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,april,2012,33,3,3
Finland,Speciality,CHILD NEUROLOGY,april,2012,47,4,7
Finland,Speciality,PHONIATRICS,april,2012,28,2,8
Finland,Speciality,ONCOLOGY AND RADIOLOGY,april,2012,21,2,1
Finland,Process,Orthopaedics,april,2012,1684,1,4
Finland,Process,Hand surgery,april,2012,332,3,2
Finland,Process,Surgery,april,2012,159,1,9
Finland,Process,Gastroenterological surgery,april,2012,140,1,0
Finland,Process,Urology,april,2012,234,2,4
Finland,Process,Vascular surgery,april,2012,109,1,9
Finland,Process,Plastic surgery,april,2012,166,1,6
Finland,Process,Paediatric surgery,april,2012,58,5,8
Finland,Process,General surgery,april,2012,33,3,3
Finland,Process,Cardiothoracic surgery,april,2012,10,1,0
Finland,Internal.medic,Cardiology,april,2012,482,4,2
Finland,Internal.medic,Internal medicine,april,2012,136,1,6
Finland,Internal.medic,Gastroenterology (internal medicine),april,2012,78,7,8
Finland,Internal.medic,Endocrinology (internal medicine),april,2012,71,7,1
Finland,Internal.medic,Rheumotology,april,2012,42,4,2
Finland,Internal.medic,Nephrology,april,2012,8,8,8
Finland,Internal.medic,Haematology,april,2012,13,1,3
Finland,Internal.medic,Geriatrics (internal medicine),april,2012,0,0,0
Finland,Internal.medic,Infectious diseases,april,2012,5,5,5
Finland,Internal.medic,Allergology (internal medicine),april,2012,0,0,0
Finland,Speciality,SURGERY,augost,2012,6052,6,2
Finland,Speciality,OPHTHALMOLOGY,augost,2012,1755,1,5
Finland,Speciality,OTORHINOLARYNGOLOGY,augost,2012,1395,1,5
Finland,Speciality,INTERNAL MEDICINE,augost,2012,1304,1,4
Finland,Speciality,NEUROLOGY,augost,2012,769,7,9
Finland,Speciality,OTHER,augost,2012,612,6,2
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,augost,2012,391,3,1
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,augost,2012,383,3,3
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,augost,2012,279,2,9
Finland,Speciality,RESPIRATORY MEDICINE,augost,2012,273,2,3
Finland,Speciality,PAEDIATRICS,augost,2012,209,2,9
Finland,Speciality,NEUROSURGERY,augost,2012,193,1,3
Finland,Speciality,PSYCHIATRY,augost,2012,109,1,9
Finland,Speciality,ANAESTHESIOLOGY,augost,2012,77,7,7
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,augost,2012,66,6,6
Finland,Speciality,CHILD NEUROLOGY,augost,2012,63,6,3
Finland,Speciality,PHONIATRICS,augost,2012,52,5,2
Finland,Speciality,ONCOLOGY AND RADIOLOGY,augost,2012,12,1,2
Finland,Process,Orthopaedics,augost,2012,3062,3,2
Finland,Process,Hand surgery,augost,2012,752,7,2
Finland,Process,Surgery,augost,2012,513,5,3
Finland,Process,Gastroenterological surgery,augost,2012,490,4,0
Finland,Process,Urology,augost,2012,462,4,2
Finland,Process,Vascular surgery,augost,2012,332,3,2
Finland,Process,Plastic surgery,augost,2012,277,2,7
Finland,Process,Paediatric surgery,augost,2012,98,9,8
Finland,Process,General surgery,augost,2012,62,6,2
Finland,Process,Cardiothoracic surgery,augost,2012,4,4,4
Finland,Internal.medic,Cardiology,augost,2012,694,6,4
Finland,Internal.medic,Internal medicine,augost,2012,262,2,2
Finland,Internal.medic,Gastroenterology (internal medicine),augost,2012,164,1,4
Finland,Internal.medic,Endocrinology (internal medicine),augost,2012,85,8,5
Finland,Internal.medic,Rheumotology,augost,2012,67,6,7
Finland,Internal.medic,Nephrology,augost,2012,15,1,5
Finland,Internal.medic,Haematology,augost,2012,11,1,1
Finland,Internal.medic,Geriatrics (internal medicine),augost,2012,4,4,4
Finland,Internal.medic,Infectious diseases,augost,2012,2,2,2
Finland,Internal.medic,Allergology (internal medicine),augost,2012,0,0,0
Finland,Speciality,SURGERY,december,2012,1910,1,0
Finland,Speciality,OPHTHALMOLOGY,december,2012,721,7,1
Finland,Speciality,OTORHINOLARYNGOLOGY,december,2012,476,4,6
Finland,Speciality,INTERNAL MEDICINE,december,2012,511,5,1
Finland,Speciality,NEUROLOGY,december,2012,519,5,9
Finland,Speciality,OTHER,december,2012,69,6,9
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,december,2012,174,1,4
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,december,2012,142,1,2
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,december,2012,200,2,0
Finland,Speciality,RESPIRATORY MEDICINE,december,2012,109,1,9
Finland,Speciality,PAEDIATRICS,december,2012,90,9,0
Finland,Speciality,NEUROSURGERY,december,2012,50,5,0
Finland,Speciality,PSYCHIATRY,december,2012,71,7,1
Finland,Speciality,ANAESTHESIOLOGY,december,2012,79,7,9
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,december,2012,29,2,9
Finland,Speciality,CHILD NEUROLOGY,december,2012,27,2,7
Finland,Speciality,PHONIATRICS,december,2012,6,6,6
Finland,Speciality,ONCOLOGY AND RADIOLOGY,december,2012,10,1,0
Finland,Process,Orthopaedics,december,2012,978,9,8
Finland,Process,Hand surgery,december,2012,80,8,0
Finland,Process,Surgery,december,2012,203,2,3
Finland,Process,Gastroenterological surgery,december,2012,174,1,4
Finland,Process,Urology,december,2012,208,2,8
Finland,Process,Vascular surgery,december,2012,120,1,0
Finland,Process,Plastic surgery,december,2012,33,3,3
Finland,Process,Paediatric surgery,december,2012,61,6,1
Finland,Process,General surgery,december,2012,52,5,2
Finland,Process,Cardiothoracic surgery,december,2012,1,1,1
Finland,Internal.medic,Cardiology,december,2012,231,2,1
Finland,Internal.medic,Internal medicine,december,2012,72,7,2
Finland,Internal.medic,Gastroenterology (internal medicine),december,2012,104,1,4
Finland,Internal.medic,Endocrinology (internal medicine),december,2012,54,5,4
Finland,Internal.medic,Rheumotology,december,2012,29,2,9
Finland,Internal.medic,Nephrology,december,2012,15,1,5
Finland,Internal.medic,Haematology,december,2012,4,4,4
Finland,Internal.medic,Geriatrics (internal medicine),december,2012,0,0,0
Finland,Internal.medic,Infectious diseases,december,2012,2,2,2
Finland,Internal.medic,Allergology (internal medicine),december,2012,0,0,0
Spain,Surgical.proce,General surgery and digestive,december,2003,92020,9,0
Spain,Surgical.proce,Gynecology surgery,december,2003,28997,2,7
Spain,Surgical.proce,Ophthalmology surgery,december,2003,87786,8,6
Spain,Surgical.proce,Otorhinolaryngology,december,2003,33510,3,0
Spain,Surgical.proce,Traumatology surgery,december,2003,106033,1,3
Spain,Surgical.proce,Urology surgery,december,2003,30325,3,5
Spain,Surgical.proce,Heart surgery,december,2003,2345,2,5
Spain,Surgical.proce,Angiology surgery,december,2003,10787,1,7
Spain,Surgical.proce,Maxillofacial surgery,december,2003,5726,5,6
Spain,Surgical.proce,Pediatric surgery,december,2003,11812,1,2
Spain,Surgical.proce,Plastic surgery,december,2003,10817,1,7
Spain,Surgical.proce,Thoracic surgery,december,2003,998,9,8
Spain,Surgical.proce,Neurosurgery,december,2003,6714,6,4
Spain,Surgical.proce,Dermatology surgery,december,2003,8358,8,8
Spain,Surgical.proce,General surgery and digestive,december,2004,85470,8,0
Spain,Surgical.proce,Gynecology surgery,december,2004,28242,2,2
Spain,Surgical.proce,Ophthalmology surgery,december,2004,85961,8,1
Spain,Surgical.proce,Otorhinolaryngology,december,2004,32565,3,5
Spain,Surgical.proce,Traumatology surgery,december,2004,104321,1,1
Spain,Surgical.proce,Urology surgery,december,2004,30107,3,7
Spain,Surgical.proce,Heart surgery,december,2004,2173,2,3
Spain,Surgical.proce,Angiology surgery,december,2004,10857,1,7
Spain,Surgical.proce,Maxillofacial surgery,december,2004,5043,5,3
Spain,Surgical.proce,Pediatric surgery,december,2004,10195,1,5
Spain,Surgical.proce,Plastic surgery,december,2004,11431,1,1
Spain,Surgical.proce,Thoracic surgery,december,2004,886,8,6
Spain,Surgical.proce,Neurosurgery,december,2004,6568,6,8
Spain,Surgical.proce,Dermatology surgery,december,2004,7897,7,7
Spain,Surgical.proce,General surgery and digestive,december,2005,77762,7,2
Spain,Surgical.proce,Gynecology surgery,december,2005,22610,2,0
Spain,Surgical.proce,Ophthalmology surgery,december,2005,77824,7,4
Spain,Surgical.proce,Otorhinolaryngology,december,2005,27877,2,7
Spain,Surgical.proce,Traumatology surgery,december,2005,99368,9,8
Spain,Surgical.proce,Urology surgery,december,2005,26701,2,1
Spain,Surgical.proce,Heart surgery,december,2005,2370,2,0
Spain,Surgical.proce,Angiology surgery,december,2005,9976,9,6
Spain,Surgical.proce,Maxillofacial surgery,december,2005,6753,6,3
Spain,Surgical.proce,Pediatric surgery,december,2005,9251,9,1
Spain,Surgical.proce,Plastic surgery,december,2005,11705,1,5
Spain,Surgical.proce,Thoracic surgery,december,2005,899,8,9
Spain,Surgical.proce,Neurosurgery,december,2005,6025,6,5
Spain,Surgical.proce,Dermatology surgery,december,2005,5929,5,9
Spain,Surgical.proce,General surgery and digestive,june,2006,71095,7,5
Spain,Surgical.proce,Gynecology surgery,june,2006,22365,2,5
Spain,Surgical.proce,Ophthalmology surgery,june,2006,80438,8,8
Spain,Surgical.proce,Otorhinolaryngology,june,2006,28871,2,1
Spain,Surgical.proce,Traumatology surgery,june,2006,101326,1,6
Spain,Surgical.proce,Urology surgery,june,2006,25440,2,0
Spain,Surgical.proce,Heart surgery,june,2006,2117,2,7
Spain,Surgical.proce,Angiology surgery,june,2006,10415,1,5
Spain,Surgical.proce,Maxillofacial surgery,june,2006,5299,5,9
Spain,Surgical.proce,Pediatric surgery,june,2006,9230,9,0
Spain,Surgical.proce,Plastic surgery,june,2006,10543,1,3
Spain,Surgical.proce,Thoracic surgery,june,2006,904,9,4
Spain,Surgical.proce,Neurosurgery,june,2006,5774,5,4
Spain,Surgical.proce,Dermatology surgery,june,2006,5888,5,8
Spain,Surgical.proce,General surgery and digestive,december,2006,71137,7,7
Spain,Surgical.proce,Gynecology surgery,december,2006,21916,2,6
Spain,Surgical.proce,Ophthalmology surgery,december,2006,75342,7,2
Spain,Surgical.proce,Otorhinolaryngology,december,2006,26494,2,4
Spain,Surgical.proce,Traumatology surgery,december,2006,95322,9,2
Spain,Surgical.proce,Urology surgery,december,2006,24043,2,3
Spain,Surgical.proce,Heart surgery,december,2006,2041,2,1
Spain,Surgical.proce,Angiology surgery,december,2006,9433,9,3
Spain,Surgical.proce,Maxillofacial surgery,december,2006,4652,4,2
Spain,Surgical.proce,Pediatric surgery,december,2006,9035,9,5
Spain,Surgical.proce,Plastic surgery,december,2006,10558,1,8
Spain,Surgical.proce,Thoracic surgery,december,2006,871,8,1
Spain,Surgical.proce,Neurosurgery,december,2006,5113,5,3
Spain,Surgical.proce,Dermatology surgery,december,2006,6805,6,5
Spain,Surgical.proce,General surgery and digestive,june,2007,69208,6,8
Spain,Surgical.proce,Gynecology surgery,june,2007,21820,2,0
Spain,Surgical.proce,Ophthalmology surgery,june,2007,76479,7,9
Spain,Surgical.proce,Otorhinolaryngology,june,2007,28607,2,7
Spain,Surgical.proce,Traumatology surgery,june,2007,96655,9,5
Spain,Surgical.proce,Urology surgery,june,2007,25527,2,7
Spain,Surgical.proce,Heart surgery,june,2007,2357,2,7
Spain,Surgical.proce,Angiology surgery,june,2007,9323,9,3
Spain,Surgical.proce,Maxillofacial surgery,june,2007,3917,3,7
Spain,Surgical.proce,Pediatric surgery,june,2007,8875,8,5
Spain,Surgical.proce,Plastic surgery,june,2007,10173,1,3
Spain,Surgical.proce,Thoracic surgery,june,2007,933,9,3
Spain,Surgical.proce,Neurosurgery,june,2007,5610,5,0
Spain,Surgical.proce,Dermatology surgery,june,2007,5418,5,8
Spain,Surgical.proce,General surgery and digestive,december,2007,76037,7,7
Spain,Surgical.proce,Gynecology surgery,december,2007,21771,2,1
Spain,Surgical.proce,Ophthalmology surgery,december,2007,75935,7,5
Spain,Surgical.proce,Otorhinolaryngology,december,2007,29315,2,5
Spain,Surgical.proce,Traumatology surgery,december,2007,96651,9,1
Spain,Surgical.proce,Urology surgery,december,2007,27736,2,6
Spain,Surgical.proce,Heart surgery,december,2007,2589,2,9
Spain,Surgical.proce,Angiology surgery,december,2007,9450,9,0
Spain,Surgical.proce,Maxillofacial surgery,december,2007,4436,4,6
Spain,Surgical.proce,Pediatric surgery,december,2007,8550,8,0
Spain,Surgical.proce,Plastic surgery,december,2007,10072,1,2
Spain,Surgical.proce,Thoracic surgery,december,2007,998,9,8
Spain,Surgical.proce,Neurosurgery,december,2007,5597,5,7
Spain,Surgical.proce,Dermatology surgery,december,2007,7105,7,5
Spain,Surgical.proce,General surgery and digestive,june,2008,70446,7,6
Spain,Surgical.proce,Gynecology surgery,june,2008,21814,2,4
Spain,Surgical.proce,Ophthalmology surgery,june,2008,75644,7,4
Spain,Surgical.proce,Otorhinolaryngology,june,2008,29459,2,9
Spain,Surgical.proce,Traumatology surgery,june,2008,98586,9,6
Spain,Surgical.proce,Urology surgery,june,2008,27719,2,9
Spain,Surgical.proce,Heart surgery,june,2008,2687,2,7
Spain,Surgical.proce,Angiology surgery,june,2008,9068,9,8
Spain,Surgical.proce,Maxillofacial surgery,june,2008,4453,4,3
Spain,Surgical.proce,Pediatric surgery,june,2008,9451,9,1
Spain,Surgical.proce,Plastic surgery,june,2008,10067,1,7
Spain,Surgical.proce,Thoracic surgery,june,2008,972,9,2
Spain,Surgical.proce,Neurosurgery,june,2008,5941,5,1
Spain,Surgical.proce,Dermatology surgery,june,2008,6266,6,6
Spain,Surgical.proce,General surgery and digestive,december,2008,71264,7,4
Spain,Surgical.proce,Gynecology surgery,december,2008,20598,2,8
Spain,Surgical.proce,Ophthalmology surgery,december,2008,71945,7,5
Spain,Surgical.proce,Otorhinolaryngology,december,2008,28972,2,2
Spain,Surgical.proce,Traumatology surgery,december,2008,93755,9,5
Spain,Surgical.proce,Urology surgery,december,2008,27445,2,5
Spain,Surgical.proce,Heart surgery,december,2008,2303,2,3
Spain,Surgical.proce,Angiology surgery,december,2008,9270,9,0
Spain,Surgical.proce,Maxillofacial surgery,december,2008,4763,4,3
Spain,Surgical.proce,Pediatric surgery,december,2008,9388,9,8
Spain,Surgical.proce,Plastic surgery,december,2008,10105,1,5
Spain,Surgical.proce,Thoracic surgery,december,2008,1091,1,1
Spain,Surgical.proce,Neurosurgery,december,2008,5574,5,4
Spain,Surgical.proce,Dermatology surgery,december,2008,7922,7,2
Spain,Surgical.proce,General surgery and digestive,june,2009,67587,6,7
Spain,Surgical.proce,Gynecology surgery,june,2009,21399,2,9
Spain,Surgical.proce,Ophthalmology surgery,june,2009,73250,7,0
Spain,Surgical.proce,Otorhinolaryngology,june,2009,31522,3,2
Spain,Surgical.proce,Traumatology surgery,june,2009,98688,9,8
Spain,Surgical.proce,Urology surgery,june,2009,27840,2,0
Spain,Surgical.proce,Heart surgery,june,2009,2072,2,2
Spain,Surgical.proce,Angiology surgery,june,2009,10234,1,4
Spain,Surgical.proce,Maxillofacial surgery,june,2009,5517,5,7
Spain,Surgical.proce,Pediatric surgery,june,2009,10178,1,8
Spain,Surgical.proce,Plastic surgery,june,2009,10349,1,9
Spain,Surgical.proce,Thoracic surgery,june,2009,946,9,6
Spain,Surgical.proce,Neurosurgery,june,2009,5904,5,4
Spain,Surgical.proce,Dermatology surgery,june,2009,8704,8,4
Spain,Surgical.proce,General surgery and digestive,december,2009,72492,7,2
Spain,Surgical.proce,Gynecology surgery,december,2009,21305,2,5
Spain,Surgical.proce,Ophthalmology surgery,december,2009,70421,7,1
Spain,Surgical.proce,Otorhinolaryngology,december,2009,30068,3,8
Spain,Surgical.proce,Traumatology surgery,december,2009,97187,9,7
Spain,Surgical.proce,Urology surgery,december,2009,26699,2,9
Spain,Surgical.proce,Heart surgery,december,2009,2289,2,9
Spain,Surgical.proce,Angiology surgery,december,2009,10118,1,8
Spain,Surgical.proce,Maxillofacial surgery,december,2009,5742,5,2
Spain,Surgical.proce,Pediatric surgery,december,2009,10542,1,2
Spain,Surgical.proce,Plastic surgery,december,2009,10673,1,3
Spain,Surgical.proce,Thoracic surgery,december,2009,1040,1,0
Spain,Surgical.proce,Neurosurgery,december,2009,6294,6,4
Spain,Surgical.proce,Dermatology surgery,december,2009,7596,7,6
Spain,Surgical.proce,General surgery and digestive,june,2010,68940,6,0
Spain,Surgical.proce,Gynecology surgery,june,2010,21086,2,6
Spain,Surgical.proce,Ophthalmology surgery,june,2010,77660,7,0
Spain,Surgical.proce,Otorhinolaryngology,june,2010,29782,2,2
Spain,Surgical.proce,Traumatology surgery,june,2010,101989,1,9
Spain,Surgical.proce,Urology surgery,june,2010,25913,2,3
Spain,Surgical.proce,Heart surgery,june,2010,2544,2,4
Spain,Surgical.proce,Angiology surgery,june,2010,10349,1,9
Spain,Surgical.proce,Maxillofacial surgery,june,2010,5873,5,3
Spain,Surgical.proce,Pediatric surgery,june,2010,10720,1,0
Spain,Surgical.proce,Plastic surgery,june,2010,12017,1,7
Spain,Surgical.proce,Thoracic surgery,june,2010,1135,1,5
Spain,Surgical.proce,Neurosurgery,june,2010,6439,6,9
Spain,Surgical.proce,Dermatology surgery,june,2010,7304,7,4
Spain,Surgical.proce,General surgery and digestive,december,2010,73057,7,7
Spain,Surgical.proce,Gynecology surgery,december,2010,21521,2,1
Spain,Surgical.proce,Ophthalmology surgery,december,2010,80275,8,5
Spain,Surgical.proce,Otorhinolaryngology,december,2010,29544,2,4
Spain,Surgical.proce,Traumatology surgery,december,2010,100321,1,1
Spain,Surgical.proce,Urology surgery,december,2010,28005,2,5
Spain,Surgical.proce,Heart surgery,december,2010,2592,2,2
Spain,Surgical.proce,Angiology surgery,december,2010,11085,1,5
Spain,Surgical.proce,Maxillofacial surgery,december,2010,6056,6,6
Spain,Surgical.proce,Pediatric surgery,december,2010,10234,1,4
Spain,Surgical.proce,Plastic surgery,december,2010,12511,1,1
Spain,Surgical.proce,Thoracic surgery,december,2010,1109,1,9
Spain,Surgical.proce,Neurosurgery,december,2010,6241,6,1
Spain,Surgical.proce,Dermatology surgery,december,2010,9521,9,1
Spain,Surgical.proce,General surgery and digestive,june,2011,75914,7,4
Spain,Surgical.proce,Gynecology surgery,june,2011,21057,2,7
Spain,Surgical.proce,Ophthalmology surgery,june,2011,83491,8,1
Spain,Surgical.proce,Otorhinolaryngology,june,2011,31160,3,0
Spain,Surgical.proce,Traumatology surgery,june,2011,115328,1,8
Spain,Surgical.proce,Urology surgery,june,2011,29360,2,0
Spain,Surgical.proce,Heart surgery,june,2011,4141,4,1
Spain,Surgical.proce,Angiology surgery,june,2011,10033,1,3
Spain,Surgical.proce,Maxillofacial surgery,june,2011,7345,7,5
Spain,Surgical.proce,Pediatric surgery,june,2011,10411,1,1
Spain,Surgical.proce,Plastic surgery,june,2011,13000,1,0
Spain,Surgical.proce,Thoracic surgery,june,2011,1568,1,8
Spain,Surgical.proce,Neurosurgery,june,2011,6733,6,3
Spain,Surgical.proce,Dermatology surgery,june,2011,7866,7,6
Spain,Surgical.proce,General surgery and digestive,december,2011,87152,8,2
Spain,Surgical.proce,Gynecology surgery,december,2011,22566,2,6
Spain,Surgical.proce,Ophthalmology surgery,december,2011,92541,9,1
Spain,Surgical.proce,Otorhinolaryngology,december,2011,32921,3,1
Spain,Surgical.proce,Traumatology surgery,december,2011,126688,1,8
Spain,Surgical.proce,Urology surgery,december,2011,31789,3,9
Spain,Surgical.proce,Heart surgery,december,2011,2886,2,6
Spain,Surgical.proce,Angiology surgery,december,2011,11085,1,5
Spain,Surgical.proce,Maxillofacial surgery,december,2011,6664,6,4
Spain,Surgical.proce,Pediatric surgery,december,2011,11623,1,3
Spain,Surgical.proce,Plastic surgery,december,2011,13786,1,6
Spain,Surgical.proce,Thoracic surgery,december,2011,1208,1,8
Spain,Surgical.proce,Neurosurgery,december,2011,7719,7,9
Spain,Surgical.proce,Dermatology surgery,december,2011,9581,9,1
Spain,Surgical.proce,General surgery and digestive,june,2012,101322,1,2
Spain,Surgical.proce,Gynecology surgery,june,2012,25029,2,9
Spain,Surgical.proce,Ophthalmology surgery,june,2012,108134,1,4
Spain,Surgical.proce,Otorhinolaryngology,june,2012,38086,3,6
Spain,Surgical.proce,Traumatology surgery,june,2012,152102,1,2
Spain,Surgical.proce,Urology surgery,june,2012,38155,3,5
Spain,Surgical.proce,Heart surgery,june,2012,3258,3,8
Spain,Surgical.proce,Angiology surgery,june,2012,14120,1,0
Spain,Surgical.proce,Maxillofacial surgery,june,2012,7341,7,1
Spain,Surgical.proce,Pediatric surgery,june,2012,13420,1,0
Spain,Surgical.proce,Plastic surgery,june,2012,14687,1,7
Spain,Surgical.proce,Thoracic surgery,june,2012,1563,1,3
Spain,Surgical.proce,Neurosurgery,june,2012,8920,8,0
Spain,Surgical.proce,Dermatology surgery,june,2012,10774,1,4
Spain,Surgical.proce,General surgery and digestive,december,2012,108508,1,8
Spain,Surgical.proce,Gynecology surgery,december,2012,25015,2,5
Spain,Surgical.proce,Ophthalmology surgery,december,2012,110812,1,2
Spain,Surgical.proce,Otorhinolaryngology,december,2012,38831,3,1
Spain,Surgical.proce,Traumatology surgery,december,2012,166302,1,2
Spain,Surgical.proce,Urology surgery,december,2012,39691,3,1
Spain,Surgical.proce,Heart surgery,december,2012,3277,3,7
Spain,Surgical.proce,Angiology surgery,december,2012,16481,1,1
Spain,Surgical.proce,Maxillofacial surgery,december,2012,8296,8,6
Spain,Surgical.proce,Pediatric surgery,december,2012,14550,1,0
Spain,Surgical.proce,Plastic surgery,december,2012,15826,1,6
Spain,Surgical.proce,Thoracic surgery,december,2012,1375,1,5
Spain,Surgical.proce,Neurosurgery,december,2012,9683,9,3
Spain,Surgical.proce,Dermatology surgery,december,2012,12748,1,8
Spain,Surgical.proce,General surgery and digestive,june,2013,110047,1,7
Spain,Surgical.proce,Gynecology surgery,june,2013,24605,2,5
Spain,Surgical.proce,Ophthalmology surgery,june,2013,111832,1,2
Spain,Surgical.proce,Otorhinolaryngology,june,2013,39807,3,7
Spain,Surgical.proce,Traumatology surgery,june,2013,173006,1,6
Spain,Surgical.proce,Urology surgery,june,2013,39716,3,6
Spain,Surgical.proce,Heart surgery,june,2013,3379,3,9
Spain,Surgical.proce,Angiology surgery,june,2013,16482,1,2
Spain,Surgical.proce,Maxillofacial surgery,june,2013,8016,8,6
Spain,Surgical.proce,Pediatric surgery,june,2013,15196,1,6
Spain,Surgical.proce,Plastic surgery,june,2013,16108,1,8
Spain,Surgical.proce,Thoracic surgery,june,2013,1684,1,4
Spain,Surgical.proce,Neurosurgery,june,2013,10062,1,2
Spain,Surgical.proce,Dermatology surgery,june,2013,13666,1,6
Spain,Surgical.proce,General surgery and digestive,december,2013,105863,1,3
Spain,Surgical.proce,Gynecology surgery,december,2013,24492,2,2
Spain,Surgical.proce,Ophthalmology surgery,december,2013,114102,1,2
Spain,Surgical.proce,Otorhinolaryngology,december,2013,37801,3,1
Spain,Surgical.proce,Traumatology surgery,december,2013,156017,1,7
Spain,Surgical.proce,Urology surgery,december,2013,37665,3,5
Spain,Surgical.proce,Heart surgery,december,2013,3460,3,0
Spain,Surgical.proce,Angiology surgery,december,2013,14338,1,8
Spain,Surgical.proce,Maxillofacial surgery,december,2013,7272,7,2
Spain,Surgical.proce,Pediatric surgery,december,2013,14365,1,5
Spain,Surgical.proce,Plastic surgery,december,2013,17099,1,9
Spain,Surgical.proce,Thoracic surgery,december,2013,1525,1,5
Spain,Surgical.proce,Neurosurgery,december,2013,9701,9,1
Spain,Surgical.proce,Dermatology surgery,december,2013,15636,1,6
Spain,Surgical.proce,General surgery and digestive,june,2014,100201,1,1
